conversation_id,condition,model_a,model_b,prompt_id,num_turns,repetitiveness,coherence,hedging,response_length_trend,vocab_diversity,question_freq,formality,sentiment_drift,turn_length_variance,detective_guess,detective_correct
conv_ai_ai_reverse_turing_claudesonnet4_gpt54mini_F2_1775423379,ai_ai_reverse_turing,claude-sonnet-4,gpt-5.4-mini,F2,20,0.0044,0.2099,1.0514,-0.9018,0.2589,2.05,0.0,0.0547,44.8666,,
conv_ai_ai_reverse_turing_claudesonnet4_gpt54mini_F4_1775413578,ai_ai_reverse_turing,claude-sonnet-4,gpt-5.4-mini,F4,20,0.0054,0.1876,0.5996,3.2667,0.2633,1.75,0.0063,-0.0001,43.4148,,
conv_ai_ai_reverse_turing_claudesonnet4_llama4scout_F3_1775423504,ai_ai_reverse_turing,claude-sonnet-4,llama-4-scout,F3,20,0.0198,0.2082,1.891,-3.8754,0.2287,2.5,0.0403,0.0655,46.8862,,
conv_ai_ai_reverse_turing_claudesonnet4_llama4scout_F4_1775423625,ai_ai_reverse_turing,claude-sonnet-4,llama-4-scout,F4,20,0.0076,0.2168,1.3427,-0.5807,0.2255,3.9,0.0148,-0.0398,27.3351,,
conv_ai_ai_reverse_turing_gemini25flash_claudesonnet4_F1_1775423967,ai_ai_reverse_turing,gemini-2.5-flash,claude-sonnet-4,F1,20,0.0034,0.2189,0.9755,9.6579,0.2646,2.5,0.009,-0.0819,76.8699,,
conv_ai_ai_reverse_turing_gemini25flash_claudesonnet4_F2_1775423748,ai_ai_reverse_turing,gemini-2.5-flash,claude-sonnet-4,F2,20,0.0075,0.2088,1.1099,5.7298,0.2333,3.5,0.0341,-0.0387,94.4141,,
conv_ai_ai_reverse_turing_gemini25flash_gpt54mini_F1_1775424177,ai_ai_reverse_turing,gemini-2.5-flash,gpt-5.4-mini,F1,20,0.0018,0.1775,1.0413,2.0614,0.307,1.9,0.0,0.042,55.9133,,
conv_ai_ai_reverse_turing_gemini25flash_gpt54mini_F3_1775424242,ai_ai_reverse_turing,gemini-2.5-flash,gpt-5.4-mini,F3,20,0.0035,0.1889,0.9236,-0.1912,0.2731,1.2,0.0,0.1067,45.5242,,
conv_ai_ai_reverse_turing_gpt54mini_claudesonnet4_F4_1775413263,ai_ai_reverse_turing,gpt-5.4-mini,claude-sonnet-4,F4,20,0.0076,0.2198,1.1837,2.8895,0.2349,1.35,0.0,0.109,45.1781,,
conv_ai_ai_reverse_turing_gpt54mini_claudesonnet4_F5_1775413397,ai_ai_reverse_turing,gpt-5.4-mini,claude-sonnet-4,F5,20,0.0039,0.1907,1.2635,1.586,0.2663,1.85,0.0,0.0362,34.3709,,
conv_ai_ai_reverse_turing_gpt54mini_gemini25flash_F3_1775413185,ai_ai_reverse_turing,gpt-5.4-mini,gemini-2.5-flash,F3,20,0.0036,0.1873,1.1201,-5.5,0.2844,1.55,0.0088,0.0159,62.4417,,
conv_ai_ai_reverse_turing_gpt54mini_gemini25flash_F5_1775413094,ai_ai_reverse_turing,gpt-5.4-mini,gemini-2.5-flash,F5,20,0.0029,0.1841,0.9539,-5.1667,0.2716,1.65,0.018,0.0645,89.8111,,
conv_ai_ai_reverse_turing_gpt54mini_llama4scout_F1_1775412257,ai_ai_reverse_turing,gpt-5.4-mini,llama-4-scout,F1,20,0.011,0.1716,1.0912,-6.9807,0.279,1.2,0.0097,0.0913,81.0011,,
conv_ai_ai_reverse_turing_gpt54mini_llama4scout_F1_1775412731,ai_ai_reverse_turing,gpt-5.4-mini,llama-4-scout,F1,20,0.0122,0.1455,1.3915,4.5509,0.2809,1.3,0.0,0.078,69.8847,,
conv_ai_ai_reverse_turing_gpt54mini_llama4scout_F4_1775412779,ai_ai_reverse_turing,gpt-5.4-mini,llama-4-scout,F4,20,0.0107,0.1974,1.2462,-0.7298,0.2354,1.15,0.0086,0.1236,59.762,,
conv_ai_ai_reverse_turing_llama4scout_gemini25flash_F2_1775424480,ai_ai_reverse_turing,llama-4-scout,gemini-2.5-flash,F2,20,0.036,0.2563,1.0489,-3.1351,0.2098,2.35,0.0796,0.1102,74.5777,,
conv_ai_ai_reverse_turing_llama4scout_gemini25flash_F5_1775424403,ai_ai_reverse_turing,llama-4-scout,gemini-2.5-flash,F5,20,0.0957,0.2071,0.8652,-6.9404,0.2237,1.95,0.0367,0.1087,99.5112,,
conv_ai_ai_reverse_turing_llama4scout_gpt54mini_F1_1775424360,ai_ai_reverse_turing,llama-4-scout,gpt-5.4-mini,F1,20,0.0101,0.19,1.5291,2.5912,0.2436,1.75,0.0,0.1208,86.8902,,
conv_ai_ai_reverse_turing_llama4scout_gpt54mini_F5_1775424310,ai_ai_reverse_turing,llama-4-scout,gpt-5.4-mini,F5,20,0.0118,0.2048,1.6712,0.493,0.23,2.15,0.0,0.0059,66.7687,,
conv_ai_ai_structured_claudesonnet4_gemini25flash_S10_1775425345,ai_ai_structured,claude-sonnet-4,gemini-2.5-flash,S10,15,0.0076,0.2279,0.3753,-24.2396,0.2662,0.9333,0.0292,0.1053,137.4025,,
conv_ai_ai_structured_claudesonnet4_gemini25flash_S1_1775423896,ai_ai_structured,claude-sonnet-4,gemini-2.5-flash,S1,15,0.0082,0.2114,0.5493,-20.4242,0.24,3.7333,0.0593,0.0636,215.2207,,
conv_ai_ai_structured_claudesonnet4_gemini25flash_S2_1775424127,ai_ai_structured,claude-sonnet-4,gemini-2.5-flash,S2,15,0.0069,0.21,0.4566,-13.1121,0.262,0.6,0.067,0.0654,172.4116,,
conv_ai_ai_structured_claudesonnet4_gemini25flash_S3_1775424284,ai_ai_structured,claude-sonnet-4,gemini-2.5-flash,S3,15,0.0052,0.1941,0.7831,9.5934,0.2848,1.4667,0.0508,-0.0025,85.059,,
conv_ai_ai_structured_claudesonnet4_gemini25flash_S4_1775424410,ai_ai_structured,claude-sonnet-4,gemini-2.5-flash,S4,15,0.0087,0.2074,0.9149,17.3165,0.2165,3.8,0.0137,0.0504,352.4531,,
conv_ai_ai_structured_claudesonnet4_gemini25flash_S5_1775424540,ai_ai_structured,claude-sonnet-4,gemini-2.5-flash,S5,15,0.0099,0.2322,0.5366,-12.5473,0.2648,0.8,0.0201,0.1216,156.7603,,
conv_ai_ai_structured_claudesonnet4_gemini25flash_S6_1775424675,ai_ai_structured,claude-sonnet-4,gemini-2.5-flash,S6,15,0.0083,0.194,0.9013,1.9231,0.2094,3.0667,0.0206,-0.0091,252.7111,,
conv_ai_ai_structured_claudesonnet4_gemini25flash_S7_1775424887,ai_ai_structured,claude-sonnet-4,gemini-2.5-flash,S7,15,0.0058,0.227,0.8344,1.989,0.2312,2.8,0.0172,-0.015,125.6869,,
conv_ai_ai_structured_claudesonnet4_gemini25flash_S8_1775425035,ai_ai_structured,claude-sonnet-4,gemini-2.5-flash,S8,15,0.0069,0.2252,1.0352,-4.8484,0.2484,1.1333,0.0373,-0.0446,161.4633,,
conv_ai_ai_structured_claudesonnet4_gemini25flash_S9_1775425164,ai_ai_structured,claude-sonnet-4,gemini-2.5-flash,S9,15,0.0095,0.2335,0.4325,-23.2967,0.2284,2.2667,0.0502,0.0672,240.0365,,
conv_ai_ai_structured_gemini25flash_grok41fast_S10_1775426662,ai_ai_structured,gemini-2.5-flash,grok-4-1-fast,S10,15,0.0036,0.1716,0.2415,25.4154,0.2789,5.7333,0.0,-0.0011,192.2118,,
conv_ai_ai_structured_gemini25flash_grok41fast_S1_1775425466,ai_ai_structured,gemini-2.5-flash,grok-4-1-fast,S1,15,0.0059,0.1771,0.1737,-18.0725,0.2734,4.2667,0.0408,-0.0105,218.1417,,
conv_ai_ai_structured_gemini25flash_grok41fast_S2_1775425607,ai_ai_structured,gemini-2.5-flash,grok-4-1-fast,S2,15,0.0015,0.1421,0.1639,18.0813,0.3315,1.7333,0.0517,0.0254,179.7409,,
conv_ai_ai_structured_gemini25flash_grok41fast_S3_1775425699,ai_ai_structured,gemini-2.5-flash,grok-4-1-fast,S3,15,0.0032,0.1586,0.2755,4.0791,0.3402,1.2667,0.0202,0.07,105.2303,,
conv_ai_ai_structured_gemini25flash_grok41fast_S4_1775425790,ai_ai_structured,gemini-2.5-flash,grok-4-1-fast,S4,15,0.0041,0.2052,0.6564,-12.8989,0.3277,1.2,0.0097,0.1378,68.2176,,
conv_ai_ai_structured_gemini25flash_grok41fast_S5_1775425858,ai_ai_structured,gemini-2.5-flash,grok-4-1-fast,S5,15,0.0053,0.1509,0.0512,1.6549,0.235,2.6667,0.0758,-0.0641,196.2868,,
conv_ai_ai_structured_gemini25flash_grok41fast_S6_1775426123,ai_ai_structured,gemini-2.5-flash,grok-4-1-fast,S6,15,0.0029,0.1623,0.4677,25.178,0.2633,3.8,0.0448,-0.0033,272.6809,,
conv_ai_ai_structured_gemini25flash_grok41fast_S7_1775426261,ai_ai_structured,gemini-2.5-flash,grok-4-1-fast,S7,15,0.0069,0.2231,0.2421,-4.4791,0.2546,3.8,0.0136,0.0415,138.0832,,
conv_ai_ai_structured_gemini25flash_grok41fast_S8_1775426433,ai_ai_structured,gemini-2.5-flash,grok-4-1-fast,S8,15,0.0042,0.1561,0.2682,24.7297,0.3017,3.2667,0.034,-0.0987,192.6514,,
conv_ai_ai_structured_gemini25flash_grok41fast_S9_1775426547,ai_ai_structured,gemini-2.5-flash,grok-4-1-fast,S9,15,0.0038,0.1416,0.3989,25.789,0.2834,4.6667,0.0469,-0.0407,353.5777,,
conv_ai_ai_structured_gpt54mini_claudesonnet4_S10_1775423745,ai_ai_structured,gpt-5.4-mini,claude-sonnet-4,S10,15,0.0129,0.1981,0.329,22.7648,0.2028,1.6667,0.0,-0.0088,169.4169,,
conv_ai_ai_structured_gpt54mini_claudesonnet4_S1_1775412302,ai_ai_structured,gpt-5.4-mini,claude-sonnet-4,S1,15,0.0095,0.2009,1.3411,-8.0396,0.2737,1.6,0.0,0.0869,72.0553,,
conv_ai_ai_structured_gpt54mini_claudesonnet4_S1_1775412831,ai_ai_structured,gpt-5.4-mini,claude-sonnet-4,S1,15,0.0104,0.1889,0.3959,14.644,0.2219,2.9333,0.007,-0.0243,208.1439,,
conv_ai_ai_structured_gpt54mini_claudesonnet4_S1_1775413096,ai_ai_structured,gpt-5.4-mini,claude-sonnet-4,S1,15,0.0141,0.1925,0.3351,6.3692,0.2291,2.6,0.0068,0.0208,139.3943,,
conv_ai_ai_structured_gpt54mini_claudesonnet4_S2_1775412957,ai_ai_structured,gpt-5.4-mini,claude-sonnet-4,S2,15,0.0181,0.2225,0.4714,20.2967,0.2194,1.5333,0.0133,-0.0103,133.8926,,
conv_ai_ai_structured_gpt54mini_claudesonnet4_S2_1775413210,ai_ai_structured,gpt-5.4-mini,claude-sonnet-4,S2,15,0.0123,0.2332,0.4049,8.7385,0.1874,1.0,0.0107,0.0126,182.6995,,
conv_ai_ai_structured_gpt54mini_claudesonnet4_S3_1775413318,ai_ai_structured,gpt-5.4-mini,claude-sonnet-4,S3,15,0.0039,0.1496,0.5099,8.3451,0.2734,1.0,0.0,0.1377,239.931,,
conv_ai_ai_structured_gpt54mini_claudesonnet4_S4_1775413439,ai_ai_structured,gpt-5.4-mini,claude-sonnet-4,S4,15,0.0232,0.1685,1.1029,-12.1143,0.2985,0.2,0.0145,0.1308,64.5477,,
conv_ai_ai_structured_gpt54mini_claudesonnet4_S5_1775413501,ai_ai_structured,gpt-5.4-mini,claude-sonnet-4,S5,15,0.0164,0.1908,0.3918,13.9385,0.2335,3.9333,0.0233,-0.0345,219.2117,,
conv_ai_ai_structured_gpt54mini_claudesonnet4_S6_1775413612,ai_ai_structured,gpt-5.4-mini,claude-sonnet-4,S6,15,0.0133,0.223,0.9172,12.4396,0.2318,2.2667,0.0,-0.0738,80.2094,,
conv_ai_ai_structured_gpt54mini_claudesonnet4_S7_1775423383,ai_ai_structured,gpt-5.4-mini,claude-sonnet-4,S7,15,0.0211,0.2058,0.6032,5.3319,0.1776,1.4667,0.0036,-0.0479,271.115,,
conv_ai_ai_structured_gpt54mini_claudesonnet4_S8_1775423512,ai_ai_structured,gpt-5.4-mini,claude-sonnet-4,S8,15,0.0132,0.2314,0.5964,13.5912,0.2214,6.8,0.0151,-0.0399,98.4465,,
conv_ai_ai_structured_gpt54mini_claudesonnet4_S9_1775423617,ai_ai_structured,gpt-5.4-mini,claude-sonnet-4,S9,15,0.0353,0.1861,1.0218,13.0681,0.2123,2.7333,0.0075,-0.0221,179.8824,,
conv_ai_ai_structured_grok41fast_gpt54mini_S10_1775427543,ai_ai_structured,grok-4-1-fast,gpt-5.4-mini,S10,15,0.0082,0.1822,0.1356,3.2703,0.3126,2.2667,0.0102,-0.0035,31.4753,,
conv_ai_ai_structured_grok41fast_gpt54mini_S1_1775426803,ai_ai_structured,grok-4-1-fast,gpt-5.4-mini,S1,15,0.0051,0.1659,0.1071,4.5956,0.2948,3.3333,0.006,-0.0654,135.8842,,
conv_ai_ai_structured_grok41fast_gpt54mini_S2_1775426913,ai_ai_structured,grok-4-1-fast,gpt-5.4-mini,S2,15,0.0121,0.1389,0.1278,0.0989,0.3115,0.6,0.013,0.063,81.3971,,
conv_ai_ai_structured_grok41fast_gpt54mini_S3_1775426969,ai_ai_structured,grok-4-1-fast,gpt-5.4-mini,S3,15,0.0023,0.1279,0.0,2.3011,0.3952,0.2667,0.0,0.0347,47.0176,,
conv_ai_ai_structured_grok41fast_gpt54mini_S4_1775427024,ai_ai_structured,grok-4-1-fast,gpt-5.4-mini,S4,15,0.0069,0.1902,0.6289,-6.7429,0.2893,2.4667,0.0,0.0084,92.3995,,
conv_ai_ai_structured_grok41fast_gpt54mini_S5_1775427083,ai_ai_structured,grok-4-1-fast,gpt-5.4-mini,S5,15,0.0117,0.1775,0.1153,1.7319,0.2713,2.0667,0.0163,-0.1103,96.696,,
conv_ai_ai_structured_grok41fast_gpt54mini_S6_1775427153,ai_ai_structured,grok-4-1-fast,gpt-5.4-mini,S6,15,0.0246,0.1982,0.3445,1.5121,0.2188,2.4,0.0,-0.0437,159.3194,,
conv_ai_ai_structured_grok41fast_gpt54mini_S7_1775427220,ai_ai_structured,grok-4-1-fast,gpt-5.4-mini,S7,15,0.0008,0.1412,0.3347,2.6462,0.2288,2.6,0.0038,-0.0286,227.952,,
conv_ai_ai_structured_grok41fast_gpt54mini_S8_1775427400,ai_ai_structured,grok-4-1-fast,gpt-5.4-mini,S8,15,0.0072,0.1567,0.457,7.3011,0.3077,2.7333,0.0099,0.002,88.421,,
conv_ai_ai_structured_grok41fast_gpt54mini_S9_1775427469,ai_ai_structured,grok-4-1-fast,gpt-5.4-mini,S9,15,0.0089,0.1493,0.2629,1.1758,0.3041,2.1333,0.0096,-0.0354,123.3975,,
conv_human_ai_wildchat_0000,human_ai,human,gpt-4-0314,WC,14,0.1461,0.2084,0.2714,-0.9505,0.1404,0.3571,0.3333,0.0145,80.1188,,
conv_human_ai_wildchat_0001,human_ai,human,gpt-4-0314,WC,12,0.2168,0.1209,0.09,-5.0909,0.1381,0.25,0.0192,-0.1454,145.1146,,
conv_human_ai_wildchat_0002,human_ai,human,gpt-3.5-turbo-0301,WC,8,0.0099,0.1175,0.6394,3.5,0.3542,0.625,0.12,0.1751,87.3167,,
conv_human_ai_wildchat_0003,human_ai,human,gpt-3.5-turbo-0301,WC,10,0.0379,0.0624,0.0,1.3167,0.4437,0.6,0.2,0.1264,22.546,,
conv_human_ai_wildchat_0004,human_ai,human,gpt-3.5-turbo-0301,WC,8,0.0773,0.0776,0.6243,3.5714,0.3621,0.375,0.0541,-0.0146,39.6227,,
conv_human_ai_wildchat_0005,human_ai,human,gpt-3.5-turbo-0301,WC,12,0.1203,0.0438,0.0,5.2545,0.3687,0.1667,0.0167,0.0561,61.3041,,
conv_human_ai_wildchat_0006,human_ai,human,gpt-3.5-turbo-0301,WC,10,0.0206,0.0168,0.0,17.8667,0.2847,0.3,0.0,0.0223,100.6859,,
conv_human_ai_wildchat_0007,human_ai,human,gpt-4-0314,WC,8,0.027,0.0715,0.237,-22.3214,0.3049,0.125,0.0556,-0.2194,115.8743,,
conv_human_ai_wildchat_0008,human_ai,human,gpt-4-0314,WC,8,0.0503,0.1746,0.1009,-6.75,0.2624,0.75,0.037,-0.0625,63.6367,,
conv_human_ai_wildchat_0009,human_ai,human,gpt-4-0314,WC,20,0.0731,0.0455,0.0,-6.1123,0.4544,0.05,0.0526,-0.018,75.1338,,
conv_human_ai_wildchat_0010,human_ai,human,gpt-4-0314,WC,10,0.0054,0.1503,0.0,-7.4833,0.2123,0.5,0.0667,-0.0619,120.2562,,
conv_human_ai_wildchat_0011,human_ai,human,gpt-4-0314,WC,10,0.1889,0.1363,0.123,9.45,0.1328,2.9,0.012,0.0302,120.3985,,
conv_human_ai_wildchat_0012,human_ai,human,gpt-4-0314,WC,18,0.0383,0.0429,0.0595,-1.1005,0.406,0.3889,0.0328,-0.0875,107.0772,,
conv_human_ai_wildchat_0013,human_ai,human,gpt-3.5-turbo-0301,WC,10,0.3561,0.2377,0.0,-7.0333,0.1756,0.0,0.4286,0.0119,52.7161,,
conv_human_ai_wildchat_0014,human_ai,human,gpt-4-0314,WC,8,0.0006,0.0367,0.3527,-3.8571,0.4397,0.375,0.0328,0.1226,193.652,,
conv_human_ai_wildchat_0015,human_ai,human,gpt-4-0314,WC,8,0.2036,0.1687,0.0,-2.75,0.3308,0.5,0.0,-0.0765,28.3988,,
conv_human_ai_wildchat_0016,human_ai,human,gpt-3.5-turbo-0301,WC,8,0.0127,0.1364,0.7282,14.8571,0.4005,0.5,0.0172,-0.0783,43.4272,,
conv_human_ai_wildchat_0017,human_ai,human,gpt-3.5-turbo-0301,WC,20,0.4643,0.0894,0.0,-4.9351,0.1427,0.0,0.2667,-0.0016,47.5631,,
conv_human_ai_wildchat_0018,human_ai,human,gpt-3.5-turbo-0301,WC,16,0.1578,0.1426,0.049,6.6929,0.1607,0.0,0.0545,0.0082,93.9555,,
conv_human_ai_wildchat_0019,human_ai,human,gpt-3.5-turbo-0301,WC,8,0.0,0.0183,0.0,-13.2857,0.609,0.375,0.0,-0.2512,54.9987,,
conv_human_ai_wildchat_0020,human_ai,human,gpt-4-0314,WC,8,0.0033,0.0278,0.2855,-93.7143,0.4013,0.375,0.0307,0.0042,354.4572,,
conv_human_ai_wildchat_0021,human_ai,human,gpt-4-0314,WC,8,0.0202,0.0546,0.6337,-37.7143,0.4854,0.375,0.0638,0.2423,117.4314,,
conv_human_ai_wildchat_0022,human_ai,human,gpt-4-0314,WC,14,0.2157,0.1297,0.0707,10.2912,0.1141,2.5,0.0042,0.0433,147.2876,,
conv_human_ai_wildchat_0023,human_ai,human,gpt-3.5-turbo-0301,WC,8,0.0,0.1389,0.0,1.6071,0.539,0.625,0.0,0.4402,4.9816,,
conv_human_ai_wildchat_0024,human_ai,human,gpt-3.5-turbo-0301,WC,12,0.1571,0.016,0.2361,-2.1818,0.2361,0.0833,0.1667,0.0879,76.8143,,
conv_human_ai_wildchat_0025,human_ai,human,gpt-4-0314,WC,14,0.1948,0.1011,0.0,-22.4396,0.2785,0.0714,0.0213,0.0167,232.3096,,
conv_human_ai_wildchat_0026,human_ai,human,gpt-3.5-turbo-0301,WC,10,0.0132,0.2063,0.194,0.0833,0.3831,0.2,0.2766,0.0461,52.9083,,
conv_human_ai_wildchat_0027,human_ai,human,gpt-3.5-turbo-0301,WC,16,0.0021,0.0526,0.0,-8.8214,0.4154,0.0,0.0408,0.0815,94.7121,,
conv_human_ai_wildchat_0028,human_ai,human,gpt-3.5-turbo-0301,WC,10,0.0284,0.1437,0.0,3.8333,0.4121,0.1,0.1818,0.0017,31.7599,,
conv_human_ai_wildchat_0029,human_ai,human,gpt-4-0314,WC,10,0.0,0.0593,0.2198,-5.05,0.5264,0.4,0.0,0.1796,148.4228,,
conv_human_ai_wildchat_0030,human_ai,human,gpt-4-0314,WC,10,0.0718,0.0832,0.0593,-6.05,0.2343,0.3,0.0333,-0.0657,137.203,,
conv_human_ai_wildchat_0031,human_ai,human,gpt-3.5-turbo-0301,WC,18,0.0567,0.1106,0.1781,-5.3113,0.2342,0.1111,0.3333,0.2354,67.9375,,
conv_human_ai_wildchat_0032,human_ai,human,gpt-4-0314,WC,8,0.0202,0.0549,0.049,22.9643,0.2968,0.5,0.0,-0.02,246.9806,,
conv_human_ai_wildchat_0033,human_ai,human,gpt-3.5-turbo-0301,WC,14,0.0163,0.0781,0.1601,7.8022,0.2322,0.2857,0.3333,0.067,90.5983,,
conv_human_ai_wildchat_0034,human_ai,human,gpt-4-0314,WC,20,0.0041,0.0587,0.2822,1.1947,0.3426,0.55,0.0769,0.0057,69.2059,,
conv_human_ai_wildchat_0035,human_ai,human,gpt-3.5-turbo-0301,WC,18,0.0119,0.0326,0.1079,-1.6299,0.2849,0.3333,0.0,0.1327,143.6302,,
conv_human_ai_wildchat_0036,human_ai,human,gpt-3.5-turbo-0301,WC,8,0.0604,0.0572,0.316,5.2857,0.4028,0.375,0.4167,0.1476,32.5068,,
conv_human_ai_wildchat_0037,human_ai,human,gpt-3.5-turbo-0301,WC,10,0.5515,0.2127,0.1701,21.3833,0.0881,0.0,0.5455,-0.053,249.4596,,
conv_human_ai_wildchat_0038,human_ai,human,gpt-3.5-turbo-0301,WC,14,0.153,0.1064,0.1091,-19.9505,0.1,0.0714,0.4444,-0.0688,280.3858,,
conv_human_ai_wildchat_0039,human_ai,human,gpt-4-0314,WC,12,0.0,0.1873,0.0,14.6182,0.3371,0.9167,0.0488,0.0943,118.7911,,
conv_human_ai_wildchat_0040,human_ai,human,gpt-4-0314,WC,8,0.2409,0.0638,0.0903,12.5357,0.2656,0.0,0.0,-0.0513,224.9132,,
conv_human_ai_wildchat_0041,human_ai,human,gpt-4-0314,WC,20,0.0123,0.0505,0.4294,2.2737,0.2608,1.4,0.0,-0.0125,164.5566,,
conv_human_ai_wildchat_0042,human_ai,human,gpt-4-0314,WC,10,0.0071,0.0526,0.2604,-24.8833,0.3288,0.2,0.0735,0.0437,168.025,,
conv_human_ai_wildchat_0043,human_ai,human,gpt-4-0314,WC,16,0.0241,0.0707,0.3077,-5.2464,0.3892,0.3125,0.1935,0.3747,44.856,,
conv_human_ai_wildchat_0044,human_ai,human,gpt-3.5-turbo-0301,WC,8,0.0926,0.1275,0.0394,-63.7857,0.1434,0.125,0.2245,-0.4232,264.1463,,
conv_human_ai_wildchat_0045,human_ai,human,gpt-3.5-turbo-0301,WC,20,0.0013,0.0225,0.0,3.0596,0.4436,0.15,0.038,0.0888,69.3094,,
conv_human_ai_wildchat_0046,human_ai,human,gpt-3.5-turbo-0301,WC,20,0.0164,0.0766,0.4666,4.9439,0.3103,0.1,0.0461,0.0279,112.1072,,
conv_human_ai_wildchat_0047,human_ai,human,gpt-3.5-turbo-0301,WC,8,0.0,0.0945,0.1802,7.2143,0.4739,0.75,0.0278,-0.1401,42.9566,,
conv_human_ai_wildchat_0048,human_ai,human,gpt-3.5-turbo-0301,WC,18,0.0,0.0554,0.0,-1.8701,0.2111,0.2222,0.0667,0.0632,90.4819,,
conv_human_ai_wildchat_0049,human_ai,human,gpt-4-0314,WC,8,0.2118,0.0505,1.2987,2.1071,0.4221,0.125,0.125,-0.105,16.7795,,
conv_human_ai_wildchat_0050,human_ai,human,gpt-4-0314,WC,8,0.0165,0.0471,0.7157,25.25,0.3589,0.125,0.0566,-0.1169,139.6985,,
conv_human_ai_wildchat_0051,human_ai,human,gpt-4-0314,WC,14,0.2032,0.1479,0.1604,13.6099,0.2879,0.2143,0.0882,0.0605,85.7899,,
conv_human_ai_wildchat_0052,human_ai,human,gpt-4-0314,WC,20,0.446,0.3455,0.0164,-3.6579,0.1372,0.0,0.1457,0.026,107.8681,,
conv_human_ai_wildchat_0053,human_ai,human,gpt-4-0314,WC,10,0.0021,0.0344,0.1863,-22.4333,0.3726,0.2,0.0364,0.0339,213.9252,,
