conversation_id,condition,turn_number,hedging,word_count,repetitiveness
conv_ai_ai_detective_claudesonnet4_grok41fast_D1_1775424532,ai_ai_detective,2,0.0,37,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D1_1775424532,ai_ai_detective,3,0.8333,120,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D1_1775424532,ai_ai_detective,4,0.0,342,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D1_1775424532,ai_ai_detective,5,0.9091,220,0.037
conv_ai_ai_detective_claudesonnet4_grok41fast_D1_1775424532,ai_ai_detective,6,0.0,436,0.0039
conv_ai_ai_detective_claudesonnet4_grok41fast_D1_1775424532,ai_ai_detective,7,0.6645,301,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D1_1775424532,ai_ai_detective,8,0.0,322,0.0013
conv_ai_ai_detective_claudesonnet4_grok41fast_D1_1775424532,ai_ai_detective,9,1.0563,284,0.0105
conv_ai_ai_detective_claudesonnet4_grok41fast_D1_1775424532,ai_ai_detective,10,0.0,261,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D1_1775424532,ai_ai_detective,11,1.5504,258,0.0057
conv_ai_ai_detective_claudesonnet4_grok41fast_D1_1775424532,ai_ai_detective,12,0.0,116,0.0054
conv_ai_ai_detective_claudesonnet4_grok41fast_D1_1775424532,ai_ai_detective,13,0.7874,254,0.0245
conv_ai_ai_detective_claudesonnet4_grok41fast_D1_1775424532,ai_ai_detective,14,0.0,159,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D1_1775424532,ai_ai_detective,15,0.0,225,0.0108
conv_ai_ai_detective_claudesonnet4_grok41fast_D1_1775424532,ai_ai_detective,16,0.0,357,0.002
conv_ai_ai_detective_claudesonnet4_grok41fast_D1_1775424532,ai_ai_detective,17,0.4608,217,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D1_1775424532,ai_ai_detective,18,0.0,249,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D1_1775424532,ai_ai_detective,19,0.0,250,0.0022
conv_ai_ai_detective_claudesonnet4_grok41fast_D1_1775424532,ai_ai_detective,20,0.0,245,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D2_1775424798,ai_ai_detective,2,0.0,14,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D2_1775424798,ai_ai_detective,3,1.3514,74,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D2_1775424798,ai_ai_detective,4,0.0,147,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D2_1775424798,ai_ai_detective,5,0.0,134,0.0099
conv_ai_ai_detective_claudesonnet4_grok41fast_D2_1775424798,ai_ai_detective,6,0.2762,362,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D2_1775424798,ai_ai_detective,7,1.1765,170,0.0101
conv_ai_ai_detective_claudesonnet4_grok41fast_D2_1775424798,ai_ai_detective,8,0.8197,122,0.0021
conv_ai_ai_detective_claudesonnet4_grok41fast_D2_1775424798,ai_ai_detective,9,1.7857,224,0.0026
conv_ai_ai_detective_claudesonnet4_grok41fast_D2_1775424798,ai_ai_detective,10,0.0,95,0.0095
conv_ai_ai_detective_claudesonnet4_grok41fast_D2_1775424798,ai_ai_detective,11,0.5405,185,0.0025
conv_ai_ai_detective_claudesonnet4_grok41fast_D2_1775424798,ai_ai_detective,12,0.4831,207,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D2_1775424798,ai_ai_detective,13,1.8265,219,0.0364
conv_ai_ai_detective_claudesonnet4_grok41fast_D2_1775424798,ai_ai_detective,14,0.0,184,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D2_1775424798,ai_ai_detective,15,0.0,230,0.0023
conv_ai_ai_detective_claudesonnet4_grok41fast_D2_1775424798,ai_ai_detective,16,0.4255,235,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D2_1775424798,ai_ai_detective,17,0.431,232,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D2_1775424798,ai_ai_detective,18,0.0,221,0.0067
conv_ai_ai_detective_claudesonnet4_grok41fast_D2_1775424798,ai_ai_detective,19,0.0,241,0.0065
conv_ai_ai_detective_claudesonnet4_grok41fast_D2_1775424798,ai_ai_detective,20,0.6993,143,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D5_1775424401,ai_ai_detective,2,0.0,46,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D5_1775424401,ai_ai_detective,3,0.0,93,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D5_1775424401,ai_ai_detective,4,0.7634,131,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D5_1775424401,ai_ai_detective,5,0.6757,148,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D5_1775424401,ai_ai_detective,6,0.5556,180,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D5_1775424401,ai_ai_detective,7,1.0638,188,0.0091
conv_ai_ai_detective_claudesonnet4_grok41fast_D5_1775424401,ai_ai_detective,8,0.0,141,0.0128
conv_ai_ai_detective_claudesonnet4_grok41fast_D5_1775424401,ai_ai_detective,9,0.0,229,0.025
conv_ai_ai_detective_claudesonnet4_grok41fast_D5_1775424401,ai_ai_detective,10,1.25,80,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D5_1775424401,ai_ai_detective,11,0.0,144,0.0548
conv_ai_ai_detective_claudesonnet4_grok41fast_D5_1775424401,ai_ai_detective,12,0.0,55,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D5_1775424401,ai_ai_detective,13,0.0,214,0.0859
conv_ai_ai_detective_claudesonnet4_grok41fast_D5_1775424401,ai_ai_detective,14,0.0,45,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D5_1775424401,ai_ai_detective,15,0.6897,145,0.0057
conv_ai_ai_detective_claudesonnet4_grok41fast_D5_1775424401,ai_ai_detective,16,0.0,68,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D5_1775424401,ai_ai_detective,17,0.7634,131,0.0305
conv_ai_ai_detective_claudesonnet4_grok41fast_D5_1775424401,ai_ai_detective,18,0.0,39,0.0
conv_ai_ai_detective_claudesonnet4_grok41fast_D5_1775424401,ai_ai_detective,19,0.0,111,0.0129
conv_ai_ai_detective_claudesonnet4_grok41fast_D5_1775424401,ai_ai_detective,20,0.0,299,0.0
conv_ai_ai_detective_claudesonnet4_llama4scout_D1_1775424273,ai_ai_detective,2,0.0,116,0.0
conv_ai_ai_detective_claudesonnet4_llama4scout_D1_1775424273,ai_ai_detective,3,2.1277,94,0.0
conv_ai_ai_detective_claudesonnet4_llama4scout_D1_1775424273,ai_ai_detective,4,0.5263,380,0.0248
conv_ai_ai_detective_claudesonnet4_llama4scout_D1_1775424273,ai_ai_detective,5,0.7812,128,0.0093
conv_ai_ai_detective_claudesonnet4_llama4scout_D1_1775424273,ai_ai_detective,6,0.0,361,0.0433
conv_ai_ai_detective_claudesonnet4_llama4scout_D1_1775424273,ai_ai_detective,7,0.5917,169,0.0139
conv_ai_ai_detective_claudesonnet4_llama4scout_D1_1775424273,ai_ai_detective,8,0.4717,424,0.0552
conv_ai_ai_detective_claudesonnet4_llama4scout_D1_1775424273,ai_ai_detective,9,1.7857,168,0.0122
conv_ai_ai_detective_claudesonnet4_llama4scout_D1_1775424273,ai_ai_detective,10,0.9238,433,0.0424
conv_ai_ai_detective_claudesonnet4_llama4scout_D1_1775424273,ai_ai_detective,11,0.7722,259,0.0096
conv_ai_ai_detective_claudesonnet4_llama4scout_D1_1775424273,ai_ai_detective,12,1.3636,220,0.0229
conv_ai_ai_detective_claudesonnet4_llama4scout_D1_1775424273,ai_ai_detective,13,0.9132,219,0.0066
conv_ai_ai_detective_claudesonnet4_llama4scout_D1_1775424273,ai_ai_detective,14,1.5707,191,0.0703
conv_ai_ai_detective_claudesonnet4_llama4scout_D1_1775424273,ai_ai_detective,15,1.1299,177,0.0106
conv_ai_ai_detective_claudesonnet4_llama4scout_D1_1775424273,ai_ai_detective,16,0.5181,193,0.0403
conv_ai_ai_detective_claudesonnet4_llama4scout_D1_1775424273,ai_ai_detective,17,1.8779,213,0.016
conv_ai_ai_detective_claudesonnet4_llama4scout_D1_1775424273,ai_ai_detective,18,1.2987,154,0.0094
conv_ai_ai_detective_claudesonnet4_llama4scout_D1_1775424273,ai_ai_detective,19,2.1818,275,0.0511
conv_ai_ai_detective_claudesonnet4_llama4scout_D1_1775424273,ai_ai_detective,20,2.0202,99,0.0628
conv_ai_ai_detective_claudesonnet4_llama4scout_D3_1775424100,ai_ai_detective,2,2.1053,95,0.0
conv_ai_ai_detective_claudesonnet4_llama4scout_D3_1775424100,ai_ai_detective,3,1.2987,154,0.0
conv_ai_ai_detective_claudesonnet4_llama4scout_D3_1775424100,ai_ai_detective,4,1.4706,272,0.0111
conv_ai_ai_detective_claudesonnet4_llama4scout_D3_1775424100,ai_ai_detective,5,0.0,178,0.0031
conv_ai_ai_detective_claudesonnet4_llama4scout_D3_1775424100,ai_ai_detective,6,1.3761,436,0.0058
conv_ai_ai_detective_claudesonnet4_llama4scout_D3_1775424100,ai_ai_detective,7,0.4505,222,0.0102
conv_ai_ai_detective_claudesonnet4_llama4scout_D3_1775424100,ai_ai_detective,8,0.2179,459,0.0315
conv_ai_ai_detective_claudesonnet4_llama4scout_D3_1775424100,ai_ai_detective,9,0.4274,234,0.0203
conv_ai_ai_detective_claudesonnet4_llama4scout_D3_1775424100,ai_ai_detective,10,0.0,216,0.0111
conv_ai_ai_detective_claudesonnet4_llama4scout_D3_1775424100,ai_ai_detective,11,0.8333,240,0.0132
conv_ai_ai_detective_claudesonnet4_llama4scout_D3_1775424100,ai_ai_detective,12,0.5435,184,0.0265
conv_ai_ai_detective_claudesonnet4_llama4scout_D3_1775424100,ai_ai_detective,13,0.4785,209,0.0236
conv_ai_ai_detective_claudesonnet4_llama4scout_D3_1775424100,ai_ai_detective,14,0.8475,236,0.0693
conv_ai_ai_detective_claudesonnet4_llama4scout_D3_1775424100,ai_ai_detective,15,3.4483,203,0.015
conv_ai_ai_detective_claudesonnet4_llama4scout_D3_1775424100,ai_ai_detective,16,1.7467,229,0.044
conv_ai_ai_detective_claudesonnet4_llama4scout_D3_1775424100,ai_ai_detective,17,1.3699,219,0.0024
conv_ai_ai_detective_claudesonnet4_llama4scout_D3_1775424100,ai_ai_detective,18,0.6431,311,0.0435
conv_ai_ai_detective_claudesonnet4_llama4scout_D3_1775424100,ai_ai_detective,19,1.2245,245,0.0088
conv_ai_ai_detective_claudesonnet4_llama4scout_D3_1775424100,ai_ai_detective,20,1.4706,272,0.0522
conv_ai_ai_detective_claudesonnet4_llama4scout_D5_1775423927,ai_ai_detective,2,2.9762,168,0.0
conv_ai_ai_detective_claudesonnet4_llama4scout_D5_1775423927,ai_ai_detective,3,0.0,141,0.0
conv_ai_ai_detective_claudesonnet4_llama4scout_D5_1775423927,ai_ai_detective,4,2.509,279,0.039
conv_ai_ai_detective_claudesonnet4_llama4scout_D5_1775423927,ai_ai_detective,5,0.0,172,0.0236
conv_ai_ai_detective_claudesonnet4_llama4scout_D5_1775423927,ai_ai_detective,6,0.431,232,0.0232
conv_ai_ai_detective_claudesonnet4_llama4scout_D5_1775423927,ai_ai_detective,7,0.4202,238,0.0256
conv_ai_ai_detective_claudesonnet4_llama4scout_D5_1775423927,ai_ai_detective,8,0.0,204,0.0367
conv_ai_ai_detective_claudesonnet4_llama4scout_D5_1775423927,ai_ai_detective,9,1.6327,245,0.0172
conv_ai_ai_detective_claudesonnet4_llama4scout_D5_1775423927,ai_ai_detective,10,0.9569,209,0.01
conv_ai_ai_detective_claudesonnet4_llama4scout_D5_1775423927,ai_ai_detective,11,1.4085,213,0.0072
conv_ai_ai_detective_claudesonnet4_llama4scout_D5_1775423927,ai_ai_detective,12,0.0,141,0.0432
conv_ai_ai_detective_claudesonnet4_llama4scout_D5_1775423927,ai_ai_detective,13,2.551,196,0.0108
conv_ai_ai_detective_claudesonnet4_llama4scout_D5_1775423927,ai_ai_detective,14,2.5751,233,0.0112
conv_ai_ai_detective_claudesonnet4_llama4scout_D5_1775423927,ai_ai_detective,15,1.4925,268,0.0111
conv_ai_ai_detective_claudesonnet4_llama4scout_D5_1775423927,ai_ai_detective,16,1.676,179,0.0127
conv_ai_ai_detective_claudesonnet4_llama4scout_D5_1775423927,ai_ai_detective,17,2.2936,218,0.0128
conv_ai_ai_detective_claudesonnet4_llama4scout_D5_1775423927,ai_ai_detective,18,1.7857,168,0.0276
conv_ai_ai_detective_claudesonnet4_llama4scout_D5_1775423927,ai_ai_detective,19,1.9704,203,0.0097
conv_ai_ai_detective_claudesonnet4_llama4scout_D5_1775423927,ai_ai_detective,20,2.9412,204,0.0931
conv_ai_ai_detective_gemini25flash_claudesonnet4_D1_1775425474,ai_ai_detective,2,0.0,93,0.0
conv_ai_ai_detective_gemini25flash_claudesonnet4_D1_1775425474,ai_ai_detective,3,0.0,50,0.0
conv_ai_ai_detective_gemini25flash_claudesonnet4_D1_1775425474,ai_ai_detective,4,0.8696,230,0.0032
conv_ai_ai_detective_gemini25flash_claudesonnet4_D1_1775425474,ai_ai_detective,5,0.0,232,0.0
conv_ai_ai_detective_gemini25flash_claudesonnet4_D1_1775425474,ai_ai_detective,6,1.4493,276,0.0163
conv_ai_ai_detective_gemini25flash_claudesonnet4_D1_1775425474,ai_ai_detective,7,0.9434,212,0.0046
conv_ai_ai_detective_gemini25flash_claudesonnet4_D1_1775425474,ai_ai_detective,8,1.5152,264,0.0095
conv_ai_ai_detective_gemini25flash_claudesonnet4_D1_1775425474,ai_ai_detective,9,0.3311,302,0.002
conv_ai_ai_detective_gemini25flash_claudesonnet4_D1_1775425474,ai_ai_detective,10,1.1194,268,0.0135
conv_ai_ai_detective_gemini25flash_claudesonnet4_D1_1775425474,ai_ai_detective,11,0.431,232,0.0
conv_ai_ai_detective_gemini25flash_claudesonnet4_D1_1775425474,ai_ai_detective,12,1.107,271,0.0057
conv_ai_ai_detective_gemini25flash_claudesonnet4_D1_1775425474,ai_ai_detective,13,0.6826,293,0.0058
conv_ai_ai_detective_gemini25flash_claudesonnet4_D1_1775425474,ai_ai_detective,14,0.9836,305,0.0053
conv_ai_ai_detective_gemini25flash_claudesonnet4_D1_1775425474,ai_ai_detective,15,0.6012,499,0.0117
conv_ai_ai_detective_gemini25flash_claudesonnet4_D1_1775425474,ai_ai_detective,16,0.0,272,0.0071
conv_ai_ai_detective_gemini25flash_claudesonnet4_D1_1775425474,ai_ai_detective,17,0.0,152,0.0864
conv_ai_ai_detective_gemini25flash_claudesonnet4_D1_1775425474,ai_ai_detective,18,0.4032,248,0.043
conv_ai_ai_detective_gemini25flash_claudesonnet4_D1_1775425474,ai_ai_detective,19,0.6061,495,0.0324
conv_ai_ai_detective_gemini25flash_claudesonnet4_D1_1775425474,ai_ai_detective,20,0.7246,276,0.0217
conv_ai_ai_detective_gemini25flash_claudesonnet4_D2_1775425168,ai_ai_detective,2,0.0,57,0.0
conv_ai_ai_detective_gemini25flash_claudesonnet4_D2_1775425168,ai_ai_detective,3,0.0,98,0.0
conv_ai_ai_detective_gemini25flash_claudesonnet4_D2_1775425168,ai_ai_detective,4,2.8037,214,0.0
conv_ai_ai_detective_gemini25flash_claudesonnet4_D2_1775425168,ai_ai_detective,5,0.4149,241,0.003
conv_ai_ai_detective_gemini25flash_claudesonnet4_D2_1775425168,ai_ai_detective,6,0.8511,235,0.0068
conv_ai_ai_detective_gemini25flash_claudesonnet4_D2_1775425168,ai_ai_detective,7,1.2,250,0.0063
conv_ai_ai_detective_gemini25flash_claudesonnet4_D2_1775425168,ai_ai_detective,8,3.4749,259,0.0062
conv_ai_ai_detective_gemini25flash_claudesonnet4_D2_1775425168,ai_ai_detective,9,0.4545,220,0.0109
conv_ai_ai_detective_gemini25flash_claudesonnet4_D2_1775425168,ai_ai_detective,10,0.8197,244,0.0
conv_ai_ai_detective_gemini25flash_claudesonnet4_D2_1775425168,ai_ai_detective,11,0.3145,318,0.0
conv_ai_ai_detective_gemini25flash_claudesonnet4_D2_1775425168,ai_ai_detective,12,0.8621,232,0.0064
conv_ai_ai_detective_gemini25flash_claudesonnet4_D2_1775425168,ai_ai_detective,13,0.4878,205,0.01
conv_ai_ai_detective_gemini25flash_claudesonnet4_D2_1775425168,ai_ai_detective,14,0.4184,239,0.0402
conv_ai_ai_detective_gemini25flash_claudesonnet4_D2_1775425168,ai_ai_detective,15,0.4386,228,0.139
conv_ai_ai_detective_gemini25flash_claudesonnet4_D2_1775425168,ai_ai_detective,16,0.8929,224,0.0178
conv_ai_ai_detective_gemini25flash_claudesonnet4_D2_1775425168,ai_ai_detective,17,0.0,168,0.0208
conv_ai_ai_detective_gemini25flash_claudesonnet4_D2_1775425168,ai_ai_detective,18,1.4019,214,0.0189
conv_ai_ai_detective_gemini25flash_claudesonnet4_D2_1775425168,ai_ai_detective,19,0.3704,270,0.0284
conv_ai_ai_detective_gemini25flash_claudesonnet4_D2_1775425168,ai_ai_detective,20,0.431,232,0.0607
conv_ai_ai_detective_gemini25flash_claudesonnet4_D4_1775425309,ai_ai_detective,2,1.7544,114,0.0
conv_ai_ai_detective_gemini25flash_claudesonnet4_D4_1775425309,ai_ai_detective,3,1.1364,176,0.0
conv_ai_ai_detective_gemini25flash_claudesonnet4_D4_1775425309,ai_ai_detective,4,3.3493,209,0.0063
conv_ai_ai_detective_gemini25flash_claudesonnet4_D4_1775425309,ai_ai_detective,5,0.5571,359,0.0019
conv_ai_ai_detective_gemini25flash_claudesonnet4_D4_1775425309,ai_ai_detective,6,2.2901,262,0.0109
conv_ai_ai_detective_gemini25flash_claudesonnet4_D4_1775425309,ai_ai_detective,7,1.4634,205,0.0
conv_ai_ai_detective_gemini25flash_claudesonnet4_D4_1775425309,ai_ai_detective,8,1.7167,233,0.0041
conv_ai_ai_detective_gemini25flash_claudesonnet4_D4_1775425309,ai_ai_detective,9,0.2232,448,0.0031
conv_ai_ai_detective_gemini25flash_claudesonnet4_D4_1775425309,ai_ai_detective,10,0.4219,237,0.0043
conv_ai_ai_detective_gemini25flash_claudesonnet4_D4_1775425309,ai_ai_detective,11,0.0,592,0.0029
conv_ai_ai_detective_gemini25flash_claudesonnet4_D4_1775425309,ai_ai_detective,12,1.9685,254,0.0125
conv_ai_ai_detective_gemini25flash_claudesonnet4_D4_1775425309,ai_ai_detective,13,0.0,601,0.0147
conv_ai_ai_detective_gemini25flash_claudesonnet4_D4_1775425309,ai_ai_detective,14,1.1407,263,0.0179
conv_ai_ai_detective_gemini25flash_claudesonnet4_D4_1775425309,ai_ai_detective,15,1.0736,652,0.0057
conv_ai_ai_detective_gemini25flash_claudesonnet4_D4_1775425309,ai_ai_detective,16,1.8519,270,0.0057
conv_ai_ai_detective_gemini25flash_claudesonnet4_D4_1775425309,ai_ai_detective,17,0.3831,261,0.0045
conv_ai_ai_detective_gemini25flash_claudesonnet4_D4_1775425309,ai_ai_detective,18,0.0,195,0.011
conv_ai_ai_detective_gemini25flash_claudesonnet4_D4_1775425309,ai_ai_detective,19,0.0,179,0.0235
conv_ai_ai_detective_gemini25flash_claudesonnet4_D4_1775425309,ai_ai_detective,20,1.0811,185,0.036
conv_ai_ai_detective_gemini25flash_llama4scout_D1_1775425098,ai_ai_detective,2,0.0,61,0.0
conv_ai_ai_detective_gemini25flash_llama4scout_D1_1775425098,ai_ai_detective,3,3.9216,51,0.0
conv_ai_ai_detective_gemini25flash_llama4scout_D1_1775425098,ai_ai_detective,4,0.0,256,0.0099
conv_ai_ai_detective_gemini25flash_llama4scout_D1_1775425098,ai_ai_detective,5,0.0,99,0.0069
conv_ai_ai_detective_gemini25flash_llama4scout_D1_1775425098,ai_ai_detective,6,0.0,416,0.0237
conv_ai_ai_detective_gemini25flash_llama4scout_D1_1775425098,ai_ai_detective,7,0.0,84,0.0
conv_ai_ai_detective_gemini25flash_llama4scout_D1_1775425098,ai_ai_detective,8,0.0,367,0.0135
conv_ai_ai_detective_gemini25flash_llama4scout_D1_1775425098,ai_ai_detective,9,0.0,136,0.0
conv_ai_ai_detective_gemini25flash_llama4scout_D1_1775425098,ai_ai_detective,10,0.0,152,0.002
conv_ai_ai_detective_gemini25flash_llama4scout_D1_1775425098,ai_ai_detective,11,0.0,91,0.0
conv_ai_ai_detective_gemini25flash_llama4scout_D1_1775425098,ai_ai_detective,12,0.0,139,0.0289
conv_ai_ai_detective_gemini25flash_llama4scout_D1_1775425098,ai_ai_detective,13,0.0,107,0.0104
conv_ai_ai_detective_gemini25flash_llama4scout_D1_1775425098,ai_ai_detective,14,0.4796,417,0.0115
conv_ai_ai_detective_gemini25flash_llama4scout_D1_1775425098,ai_ai_detective,15,1.3857,433,0.0094
conv_ai_ai_detective_gemini25flash_llama4scout_D1_1775425098,ai_ai_detective,16,0.6466,464,0.0198
conv_ai_ai_detective_gemini25flash_llama4scout_D1_1775425098,ai_ai_detective,17,0.8278,604,0.0059
conv_ai_ai_detective_gemini25flash_llama4scout_D1_1775425098,ai_ai_detective,18,0.9302,430,0.0281
conv_ai_ai_detective_gemini25flash_llama4scout_D1_1775425098,ai_ai_detective,19,0.1299,770,0.0052
conv_ai_ai_detective_gemini25flash_llama4scout_D1_1775425098,ai_ai_detective,20,0.0,268,0.055
conv_ai_ai_detective_gemini25flash_llama4scout_D2_1775425042,ai_ai_detective,2,0.0,49,0.0
conv_ai_ai_detective_gemini25flash_llama4scout_D2_1775425042,ai_ai_detective,3,1.0309,97,0.0
conv_ai_ai_detective_gemini25flash_llama4scout_D2_1775425042,ai_ai_detective,4,0.627,319,0.0085
conv_ai_ai_detective_gemini25flash_llama4scout_D2_1775425042,ai_ai_detective,5,0.7194,139,0.0175
conv_ai_ai_detective_gemini25flash_llama4scout_D2_1775425042,ai_ai_detective,6,0.6303,476,0.0186
conv_ai_ai_detective_gemini25flash_llama4scout_D2_1775425042,ai_ai_detective,7,1.5152,198,0.0246
conv_ai_ai_detective_gemini25flash_llama4scout_D2_1775425042,ai_ai_detective,8,1.6241,431,0.0161
conv_ai_ai_detective_gemini25flash_llama4scout_D2_1775425042,ai_ai_detective,9,0.625,160,0.0086
conv_ai_ai_detective_gemini25flash_llama4scout_D2_1775425042,ai_ai_detective,10,0.4695,426,0.0152
conv_ai_ai_detective_gemini25flash_llama4scout_D2_1775425042,ai_ai_detective,11,1.0811,185,0.006
conv_ai_ai_detective_gemini25flash_llama4scout_D2_1775425042,ai_ai_detective,12,0.0,411,0.0147
conv_ai_ai_detective_gemini25flash_llama4scout_D2_1775425042,ai_ai_detective,13,0.0,135,0.0032
conv_ai_ai_detective_gemini25flash_llama4scout_D2_1775425042,ai_ai_detective,14,0.0,107,0.0
conv_ai_ai_detective_gemini25flash_llama4scout_D2_1775425042,ai_ai_detective,15,0.0,87,0.0
conv_ai_ai_detective_gemini25flash_llama4scout_D2_1775425042,ai_ai_detective,16,0.0,130,0.027
conv_ai_ai_detective_gemini25flash_llama4scout_D2_1775425042,ai_ai_detective,17,1.5625,64,0.0
conv_ai_ai_detective_gemini25flash_llama4scout_D2_1775425042,ai_ai_detective,18,0.0,193,0.0542
conv_ai_ai_detective_gemini25flash_llama4scout_D2_1775425042,ai_ai_detective,19,0.8403,119,0.0287
conv_ai_ai_detective_gemini25flash_llama4scout_D2_1775425042,ai_ai_detective,20,0.6276,478,0.0462
conv_ai_ai_detective_gemini25flash_llama4scout_D5_1775424986,ai_ai_detective,2,2.9557,203,0.0
conv_ai_ai_detective_gemini25flash_llama4scout_D5_1775424986,ai_ai_detective,3,0.0,101,0.0
conv_ai_ai_detective_gemini25flash_llama4scout_D5_1775424986,ai_ai_detective,4,0.9009,333,0.0119
conv_ai_ai_detective_gemini25flash_llama4scout_D5_1775424986,ai_ai_detective,5,0.6944,144,0.0255
conv_ai_ai_detective_gemini25flash_llama4scout_D5_1775424986,ai_ai_detective,6,0.2155,464,0.0132
conv_ai_ai_detective_gemini25flash_llama4scout_D5_1775424986,ai_ai_detective,7,0.7678,521,0.0
conv_ai_ai_detective_gemini25flash_llama4scout_D5_1775424986,ai_ai_detective,8,0.7042,284,0.014
conv_ai_ai_detective_gemini25flash_llama4scout_D5_1775424986,ai_ai_detective,9,0.0,173,0.0059
conv_ai_ai_detective_gemini25flash_llama4scout_D5_1775424986,ai_ai_detective,10,0.0,184,0.0088
conv_ai_ai_detective_gemini25flash_llama4scout_D5_1775424986,ai_ai_detective,11,0.0,45,0.0048
conv_ai_ai_detective_gemini25flash_llama4scout_D5_1775424986,ai_ai_detective,12,0.0,99,0.0703
conv_ai_ai_detective_gemini25flash_llama4scout_D5_1775424986,ai_ai_detective,13,0.0,26,0.0152
conv_ai_ai_detective_gemini25flash_llama4scout_D5_1775424986,ai_ai_detective,14,0.0,34,0.0157
conv_ai_ai_detective_gemini25flash_llama4scout_D5_1775424986,ai_ai_detective,15,0.0,96,0.0
conv_ai_ai_detective_gemini25flash_llama4scout_D5_1775424986,ai_ai_detective,16,0.0,92,0.0619
conv_ai_ai_detective_gemini25flash_llama4scout_D5_1775424986,ai_ai_detective,17,0.0,61,0.02
conv_ai_ai_detective_gemini25flash_llama4scout_D5_1775424986,ai_ai_detective,18,0.0,68,0.2358
conv_ai_ai_detective_gemini25flash_llama4scout_D5_1775424986,ai_ai_detective,19,0.0,48,0.25
conv_ai_ai_detective_gemini25flash_llama4scout_D5_1775424986,ai_ai_detective,20,0.0,80,0.3725
conv_ai_ai_detective_gpt54_claudesonnet4_D3_1775423795,ai_ai_detective,2,0.0,77,0.0
conv_ai_ai_detective_gpt54_claudesonnet4_D3_1775423795,ai_ai_detective,3,1.2821,78,0.0
conv_ai_ai_detective_gpt54_claudesonnet4_D3_1775423795,ai_ai_detective,4,1.6129,186,0.0078
conv_ai_ai_detective_gpt54_claudesonnet4_D3_1775423795,ai_ai_detective,5,0.5587,179,0.004
conv_ai_ai_detective_gpt54_claudesonnet4_D3_1775423795,ai_ai_detective,6,0.6211,161,0.0
conv_ai_ai_detective_gpt54_claudesonnet4_D3_1775423795,ai_ai_detective,7,1.1765,170,0.0029
